Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
A3M057	A3M057_PICST	unreviewed	Proteasome endopeptidase complex (EC 3.4.25.1) (Fragment)	PICST_63922	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63922
A3GF20	A3GF20_PICST	unreviewed	Protein involved in mannose metabolism and cell wall synthesis (Fragment)	MNN4.2 PICST_39239	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MNN4.2		PICST_39239
A3LVF1	A3LVF1_PICST	unreviewed	Uncharacterized protein	PICST_60303	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_60303
A3LVD9	A3LVD9_PICST	unreviewed	Putative_PNPOx domain-containing protein	PICST_46124	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_46124
A3GGY7	A3GGY7_PICST	unreviewed	NADH-ubiquinone oxidoreductase (EC 1.6.5.3)	NUO21.1 PICST_75097	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NUO21.1		PICST_75097
A3LN95	A3LN95_PICST	unreviewed	Nucleoporin NSP1 (Nuclear pore protein NSP1) (Nucleoskeletal-like protein) (P110)	NSP1 PICST_88123	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NSP1		PICST_88123
A3LTB3	A3LTB3_PICST	unreviewed	Chloride channel, possibly voltage gated	GEF2 PICST_83582	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GEF2		PICST_83582
A3LXY5	A3LXY5_PICST	unreviewed	Uncharacterized protein	PICST_78999	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_78999
A3LVQ0	A3LVQ0_PICST	unreviewed	WD_REPEATS_REGION domain-containing protein	PICST_83827	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_83827
A3M055	A3M055_PICST	unreviewed	Septin	CDC10 PICST_74138	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CDC10		PICST_74138
A3LZ25	A3LZ25_PICST	unreviewed	Nudix hydrolase domain-containing protein	PICST_68309	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_68309
A3LY65	A3LY65_PICST	unreviewed	zf-Tim10_DDP domain-containing protein	PICST_48982	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_48982
A3LYM5	A3LYM5_PICST	unreviewed	Uncharacterized protein	PICST_33229	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33229
A3LYV5	A3LYV5_PICST	unreviewed	Uncharacterized protein	PICST_73592	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_73592
A3LY16	A3LY16_PICST	unreviewed	Oligomycin resistance ATP-dependent permease	PICST_49071	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_49071
A3LV81	A3LV81_PICST	unreviewed	Acid phosphatase (EC 3.1.3.2)	PHO12 PICST_46121	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PHO12		PICST_46121
A3LZ55	A3LZ55_PICST	unreviewed	Serine/threonine kinase (Fragment)	PICST_2520	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_2520
A3LVR1	A3LVR1_PICST	unreviewed	Dihydrofolate reductase (EC 1.5.1.3)	FSH3 PICST_60284	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FSH3		PICST_60284
A3LP54	A3LP54_PICST	unreviewed	Glycerol-3-phosphate O-acyltransferase (GPT1)	SCT1 PICST_81897	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SCT1		PICST_81897
A3LXR6	A3LXR6_PICST	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	HBZ1 PICST_90672	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HBZ1		PICST_90672
A3LMU1	A3LMU1_PICST	unreviewed	Uncharacterized protein	PICST_34767	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_34767
A3LSH2	A3LSH2_PICST	unreviewed	Uncharacterized protein	PICST_57353	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_57353
A3GHZ5	A3GHZ5_PICST	unreviewed	RHOMBOID-like protein (EC 3.4.21.-) (Rhomboid-like protein) (Fragment)	RRP1 PICST_39588	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RRP1		PICST_39588
A3LSN2	A3LSN2_PICST	unreviewed	PH domain-containing protein	ELM3 PICST_43303	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ELM3		PICST_43303
A3LTC5	A3LTC5_PICST	unreviewed	DUF1989 domain-containing protein	PICST_45364	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_45364
A3GGA9	A3GGA9_PICST	unreviewed	Sterol desaturase	ERG25 PICST_74706	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ERG25		PICST_74706
A3GF31	A3GF31_PICST	unreviewed	Uncharacterized protein	PICST_86494	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_86494
A3LTV7	A3LTV7_PICST	unreviewed	Glucose repression protein GAL83 (SPM1 protein) (Fragment)	GAL83 PICST_58903	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GAL83		PICST_58903
A3M021	A3M021_PICST	unreviewed	Uncharacterized protein	PICST_33758	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33758
A3LNY0	A3LNY0_PICST	unreviewed	Uncharacterized protein	PICST_55048	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_55048
A3LRP1	A3LRP1_PICST	unreviewed	40S ribosomal protein S26	RPS26A PICST_77120	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPS26A		PICST_77120
A3GI00	A3GI00_PICST	unreviewed	Alanyl-tRNA synthetase (Alanine--tRNA ligase) (AlaRS) (EC 6.1.1.7)	SYA1 PICST_53118	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SYA1		PICST_53118
A3LYJ9	A3LYJ9_PICST	unreviewed	DNA-binding protein (Carbon catabolite repressor) (Fragment)	MIG2 PICST_48819	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MIG2		PICST_48819
A3GG91	A3GG91_PICST	unreviewed	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	KPR4 PICST_34307	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	KPR4		PICST_34307
A3LSA4	A3LSA4_PICST	unreviewed	Uncharacterized protein	PICST_30981	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30981
A3GHD7	A3GHD7_PICST	unreviewed	Uncharacterized protein	PICST_75433	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_75433
A3LMW9	A3LMW9_PICST	unreviewed	Peptidase A1 domain-containing protein	PICST_29382	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29382
A3LV23	A3LV23_PICST	unreviewed	Uncharacterized protein	PICST_60748	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_60748
A3GGQ3	A3GGQ3_PICST	unreviewed	GOLD domain-containing protein	PICST_69039	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_69039
A3LYD3	A3LYD3_PICST	unreviewed	Uncharacterized protein	PICST_33133	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33133
A3LXD1	A3LXD1_PICST	unreviewed	Uncharacterized protein	PICST_61775	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_61775
A3M052	A3M052_PICST	unreviewed	Uncharacterized protein	PICST_33787	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33787
A3LY30	A3LY30_PICST	unreviewed	Uncharacterized protein	PICST_68156	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_68156
A3LZN0	A3LZN0_PICST	unreviewed	Uncharacterized protein	PICST_63351	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63351
A3LTC0	A3LTC0_PICST	unreviewed	Uncharacterized protein	PICST_31353	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31353
A3LZ00	A3LZ00_PICST	unreviewed	Protein carrier activity	EMP24 PICST_91130	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	EMP24		PICST_91130
A3LQE5	A3LQE5_PICST	unreviewed	Vacuolar calcium ion transporter	VCX1.1 PICST_67118	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	VCX1.1		PICST_67118
A3LWP8	A3LWP8_PICST	unreviewed	Response regulatory domain-containing protein	PICST_32546	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32546
A3LPV4	A3LPV4_PICST	unreviewed	Fungal transcriptional regulatory protein	FST2 PICST_82123	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FST2		PICST_82123
A3GG31	A3GG31_PICST	unreviewed	Urea amidolyase (EC 3.5.1.54) (EC 6.3.4.6) (EC 6.4.1.4)	DUR1 PICST_28452	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DUR1		PICST_28452
A3LNL0	A3LNL0_PICST	unreviewed	PF1 P-type ATPase (EC 3.6.3.8)	SPF1.2 PICST_29627	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SPF1.2		PICST_29627
A3LWS9	A3LWS9_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_21007	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_21007
A3GFC2	A3GFC2_PICST	unreviewed	Uncharacterized protein	PICST_34117	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_34117
A3LWY0	A3LWY0_PICST	unreviewed	Uncharacterized protein	PICST_90675	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_90675
A3GG97	A3GG97_PICST	unreviewed	Subunit of the TIM22-complex involved in mitochondrial biogenesis	MRS5 PICST_38808	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MRS5		PICST_38808
A3LNY2	A3LNY2_PICST	unreviewed	Uncharacterized protein	PICST_41720	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_41720
A3LWQ2	A3LWQ2_PICST	unreviewed	Uncharacterized protein	PICST_61589	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_61589
A3GHC0	A3GHC0_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_53659	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_53659
A3LST2	A3LST2_PICST	unreviewed	Uncharacterized protein	PICST_31161	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31161
A3LVV7	A3LVV7_PICST	unreviewed	Uncharacterized protein	PICST_84291	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_84291
A3LU27	A3LU27_PICST	unreviewed	t-SNARE coiled-coil homology domain-containing protein	PICST_44918	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_44918
A3LZF0	A3LZF0_PICST	unreviewed	Mitochondrial ribosomal protein	MRP17 PICST_63765	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MRP17		PICST_63765
A3LQ80	A3LQ80_PICST	unreviewed	Nucleoporin	NUP188 PICST_40727	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NUP188		PICST_40727
A3LU67	A3LU67_PICST	unreviewed	Uncharacterized protein	PICST_72127	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_72127
A3LZB3	A3LZB3_PICST	unreviewed	Rab-GAP TBC domain-containing protein	PICST_85313	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85313
A3LY85	A3LY85_PICST	unreviewed	Carboxypeptidase (EC 3.4.16.-)	PICST_36810	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_36810
A3GFG5	A3GFG5_PICST	unreviewed	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	RPB140 PICST_34146	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPB140		PICST_34146
A3LVI0	A3LVI0_PICST	unreviewed	Integral plasma membrane protein	MID1 PICST_61009	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MID1		PICST_61009
A3GGU0	A3GGU0_PICST	unreviewed	Eighth largest subunit of RSC	RSC8 PICST_85961	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RSC8		PICST_85961
A3LTZ2	A3LTZ2_PICST	unreviewed	DNA replication licensing factor MCM7 (EC 3.6.4.12)	MCM7 PICST_83251	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MCM7		PICST_83251
A3GFI8	A3GFI8_PICST	unreviewed	Mitochondrial Distribution and Morphology (Fragment)	MDM38 PICST_37719	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MDM38		PICST_37719
A3LNI5	A3LNI5_PICST	unreviewed	Uncharacterized protein	PICST_29603	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29603
A3LYY8	A3LYY8_PICST	unreviewed	MICOS complex subunit MIC12 (Altered inheritance of mitochondria protein 5, mitochondrial) (Found in mitochondrial proteome protein 51)	PICST_49885	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_49885
A3GHU9	A3GHU9_PICST	unreviewed	Probable mannose-1-phosphate guanyltransferase (GTP-mannose-1-phosphate guanylyltransferase) (GDP-mannose pyrophosphorylase)	MPG2 PICST_53940	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MPG2		PICST_53940
A3LRA7	A3LRA7_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_57386	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_57386
A3M053	A3M053_PICST	unreviewed	Pyridoxine (Pyridoxiamine) phosphate oxidase (EC 1.4.3.5)	PDX3 PICST_50793	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PDX3		PICST_50793
A3LWW3	A3LWW3_PICST	unreviewed	Mitochondrial tricarboxylate/dicarboxylate carrier protein	YFL5 PICST_62279	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	YFL5		PICST_62279
A3LW02	A3LW02_PICST	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	PICST_65804	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_65804
A3LTH5	A3LTH5_PICST	unreviewed	GLOBIN domain-containing protein	PICST_67553	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_67553
A3GGX0	A3GGX0_PICST	unreviewed	Uncharacterized protein	PICST_28769	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28769
A3LWZ0	A3LWZ0_PICST	unreviewed	Uncharacterized protein	PICST_68010	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_68010
A3GG82	A3GG82_PICST	unreviewed	Mitochondrial Distribution and Morphology	MDM35 PICST_80409	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MDM35		PICST_80409
A3LVI9	A3LVI9_PICST	unreviewed	Geranylgeranyl diphosphate synthase (EC 2.5.1.29)	BTS1 PICST_46658	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	BTS1		PICST_46658
A3LUE7	A3LUE7_PICST	unreviewed	Seryl-tRNA synthetase, cytoplasmic (Serine--tRNA ligase) (SerRS) (EC 6.1.1.11)	SES1 PICST_77516	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SES1		PICST_77516
A3GEY3	A3GEY3_PICST	unreviewed	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	RPO31 PICST_66237	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPO31		PICST_66237
A3LZA6	A3LZA6_PICST	unreviewed	Protein transport protein SFT2	PICST_49572	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_49572
A3LZE0	A3LZE0_PICST	unreviewed	Uncharacterized protein	PICST_33508	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_33508
A3LQX0	A3LQX0_PICST	unreviewed	DNA-binding transcription factor	AZF1 PICST_88332	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AZF1		PICST_88332
A3GEZ9	A3GEZ9_PICST	unreviewed	Putative UDP-galactose transporter	SLC35 PICST_80295	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SLC35		PICST_80295
A3GHL0	A3GHL0_PICST	unreviewed	Uncharacterized protein	PICST_29023	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_29023
A3LYR0	A3LYR0_PICST	unreviewed	Uncharacterized protein	PICST_85080	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85080
A3LVF6	A3LVF6_PICST	unreviewed	Subunit common to RNA polymerases I, II, and III (EC 2.7.7.6)	RPO26 PICST_60409	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPO26		PICST_60409
A3LR64	A3LR64_PICST	unreviewed	Trafficking protein particle complex subunit	PICST_56865	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_56865
A3GF70	A3GF70_PICST	unreviewed	Glycogen debranching enzyme (EC 2.4.1.25)	GDB1 PICST_74319	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GDB1		PICST_74319
A3GID1	A3GID1_PICST	unreviewed	Biotin holocarboxylase synthetase (EC 6.3.4.15)	BPL1 PICST_69676	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	BPL1		PICST_69676
A3M063	A3M063_PICST	unreviewed	TFIID and SAGA subunit	TAF5 PICST_64717	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TAF5		PICST_64717
A3LXS9	A3LXS9_PICST	unreviewed	Histidine kinase osmosensor Osmolarity two-component system protein SLN1 (EC 2.7.3.-)	SLN1 PICST_84973	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SLN1		PICST_84973
A3LZI5	A3LZI5_PICST	unreviewed	40S ribosomal protein S12	PICST_91009	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_91009
A3GEX9	A3GEX9_PICST	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	PDA1 PICST_80322	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PDA1		PICST_80322
A3GHR0	A3GHR0_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_53441	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_53441
A3LS23	A3LS23_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_19381	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_19381
A3LR35	A3LR35_PICST	unreviewed	Ribosomal lysine N-methyltransferase 4 (EC 2.1.1.-)	RMS1 PICST_44298	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RMS1		PICST_44298
A3LYX3	A3LYX3_PICST	unreviewed	Eukaryotic translation initiation factor 6 (eIF-6)	TIF6 PICST_66051	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TIF6		PICST_66051
A3LVI6	A3LVI6_PICST	unreviewed	Phosphatidyl synthase	PPS2 PICST_84311	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PPS2		PICST_84311
A3GHD5	A3GHD5_PICST	unreviewed	Uncharacterized protein	PICST_53074	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_53074
A3LU21	A3LU21_PICST	unreviewed	Aryl-alcohol dehydrogenases	AAD3 PICST_31613	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AAD3		PICST_31613
